crossing,reported_at,value_min,value_raw,reporter,scraped_at_utc
batrovci-bajakovo,2026-03-23T22:38,70,70 min,user19,2026-03-23T21:38:04+00:00
batrovci-bajakovo,2026-03-23T23:55,81,81 min,user147,2026-03-23T23:00:08+00:00
batrovci-bajakovo,2026-03-24T00:58,68,68 min,user147,2026-03-24T00:00:09+00:00
batrovci-bajakovo,2026-03-24T01:56,67,67 min,user147,2026-03-24T01:00:09+00:00
batrovci-bajakovo,2026-03-24T02:57,66,66 min,user147,2026-03-24T02:00:08+00:00
batrovci-bajakovo,2026-03-24T03:59,65,65 min,user147,2026-03-24T03:00:09+00:00
batrovci-bajakovo,2026-03-24T04:56,92,92 min,user147,2026-03-24T04:00:08+00:00
batrovci-bajakovo,2026-03-24T05:53,64,64 min,user147,2026-03-24T05:00:08+00:00
batrovci-bajakovo,2026-03-24T06:59,63,63 min,user147,2026-03-24T06:00:08+00:00
batrovci-bajakovo,2026-03-24T07:58,62,62 min,user147,2026-03-24T07:00:08+00:00
batrovci-bajakovo,2026-03-24T08:54,61,61 min,user147,2026-03-24T08:00:09+00:00
batrovci-bajakovo,2026-03-24T09:58,60,60 min,user147,2026-03-24T09:00:09+00:00
batrovci-bajakovo,2026-03-24T10:58,59,59 min,user147,2026-03-24T10:00:08+00:00
batrovci-bajakovo,2026-03-24T11:59,58,58 min,user147,2026-03-24T11:00:11+00:00
batrovci-bajakovo,2026-03-24T12:58,59,59 min,user147,2026-03-24T12:00:10+00:00
batrovci-bajakovo,2026-03-24T13:54,58,58 min,user147,2026-03-24T13:00:12+00:00
batrovci-bajakovo,2026-03-24T14:03,82,82 min,user0,2026-03-24T13:03:31+00:00
batrovci-bajakovo,2026-03-24T14:08,82,82 min,user0,2026-03-24T13:08:41+00:00
batrovci-bajakovo,2026-03-24T15:26,70,70 min,user147,2026-03-24T14:30:09+00:00
batrovci-bajakovo,2026-03-24T16:27,81,81 min,user147,2026-03-24T15:30:09+00:00
batrovci-bajakovo,2026-03-24T17:28,59,59 min,user19,2026-03-24T16:28:04+00:00
