crossing,reported_at,value_min,value_raw,reporter,scraped_at_utc
bajakovo-batrovci,2026-06-22T05:49,10,10 min,hak_croatia,2026-06-22T03:51:30+00:00
bajakovo-batrovci,2026-06-22T06:08,10,10 min,hak_croatia,2026-06-22T04:21:42+00:00
bajakovo-batrovci,2026-06-22T06:38,10,10 min,hak_croatia,2026-06-22T04:51:55+00:00
bajakovo-batrovci,2026-06-22T07:28,10,10 min,hak_croatia,2026-06-22T05:37:17+00:00
bajakovo-batrovci,2026-06-22T07:49,10,10 min,hak_croatia,2026-06-22T05:52:24+00:00
bajakovo-batrovci,2026-06-22T08:55,5,5 min,anonymous_,2026-06-22T07:08:00+00:00
bajakovo-batrovci,2026-06-22T09:49,10,10 min,hak_croatia,2026-06-22T07:53:19+00:00
bajakovo-batrovci,2026-06-22T10:59,5,5 min,anonymous_,2026-06-22T09:08:51+00:00
bajakovo-batrovci,2026-06-22T11:55,15,15 min,anonymous_,2026-06-22T10:09:18+00:00
bajakovo-batrovci,2026-06-22T12:54,10,10 min,anonymous_,2026-06-22T11:20:33+00:00
bajakovo-batrovci,2026-06-22T13:57,5,5 min,anonymous_,2026-06-22T12:05:52+00:00
bajakovo-batrovci,2026-06-22T14:56,10,10 min,anonymous_,2026-06-22T13:06:15+00:00
bajakovo-batrovci,2026-06-22T15:59,5,5 min,anonymous_,2026-06-22T14:06:40+00:00
bajakovo-batrovci,2026-06-22T16:54,15,15 min,anonymous_,2026-06-22T15:07:07+00:00
bajakovo-batrovci,2026-06-22T17:53,10,10 min,anonymous_,2026-06-22T16:07:31+00:00
bajakovo-batrovci,2026-06-22T18:58,5,5 min,anonymous_,2026-06-22T17:08:45+00:00
bajakovo-batrovci,2026-06-22T19:28,10,10 min,hak_croatia,2026-06-22T17:38:57+00:00
bajakovo-batrovci,2026-06-22T19:49,10,10 min,hak_croatia,2026-06-22T17:54:04+00:00
bajakovo-batrovci,2026-06-22T20:08,10,10 min,hak_croatia,2026-06-22T18:09:10+00:00
bajakovo-batrovci,2026-06-22T20:38,10,10 min,hak_croatia,2026-06-22T18:39:24+00:00
bajakovo-batrovci,2026-06-22T21:28,10,10 min,hak_croatia,2026-06-22T19:39:49+00:00
bajakovo-batrovci,2026-06-22T21:49,10,10 min,hak_croatia,2026-06-22T19:51:05+00:00
bajakovo-batrovci,2026-06-22T22:08,10,10 min,hak_croatia,2026-06-22T20:21:19+00:00
bajakovo-batrovci,2026-06-22T22:38,10,10 min,hak_croatia,2026-06-22T20:51:37+00:00
